Surah,Ayah,Text,Label
3,154,"After (the excitement) of the distress, He sent down calm on a band of you overcome with slumber, while another band was stirred to anxiety by their own feelings, Moved by wrong suspicions of Allah-suspicions due to ignorance. They said: ""What affair is this of ours?"" Say thou: ""Indeed, this affair is wholly Allah's."" They hide in their minds what they dare not reveal to thee. They say (to themselves): ""If we had had anything to do with this affair, We should not have been in the slaughter here."" Say: ""Even if you had remained in your homes, those for whom death was decreed would certainly have gone forth to the place of their death""; but (all this was) that Allah might test what is in your breasts and purge what is in your hearts. For Allah knoweth well the secrets of your hearts.","['ilmu', 'kisah']"
3,155,"Those of you who turned back on the day the two hosts Met,-it was Satan who caused them to fail, because of some (evil) they had done. But Allah Has blotted out (their fault): For Allah is Oft-Forgiving, Most Forbearing.","['kisah', 'alam-ghaib']"
3,156,"O ye who believe! Be not like the Unbelievers, who say of their brethren, when they are travelling through the Earth or engaged in fighting: ""If they had stayed with us, they would not have died, or been slain."" This that Allah may make it a cause of sighs and regrets in their hearts. It is Allah that gives Life and Death, and Allah sees well all that ye do.","['aqidah', 'akhlak', 'kisah', 'alam-dunia']"
3,157,"And if ye are slain, or die, in the way of Allah, forgiveness and mercy from Allah are far better than all they could amass.","['syariah', 'akhlak', 'kisah']"
3,158,"And if ye die, or are slain, Lo! it is unto Allah that ye are brought together.",['kisah']
3,159,"It is part of the Mercy of Allah that thou dost deal gently with them Wert thou severe or harsh-hearted, they would have broken away from about thee: so pass over (Their faults), and ask for (Allah's) forgiveness for them; and consult them in affairs (of moment). Then, when thou hast Taken a decision put thy trust in Allah. For Allah loves those who put their trust (in Him).","['aqidah', 'akhlak', 'alam-dunia']"
3,160,"If Allah helps you, none can overcome you: If He forsakes you, who is there, after that, that can help you? in Allah, then, Let believers put their trust.",['aqidah']
3,161,"No prophet could (ever) be false to his trust. If any person is so false, He shall, on the Day of Judgment, restore what he misappropriated; then shall every soul receive its due,- whatever it earned,- and none shall be dealt with unjustly.","['akhlak', 'alam-akhirat']"
3,162,"Is the man who follows the good pleasure of Allah Like the man who draws on himself the wrath of Allah, and whose abode is in Hell?- A woeful refuge!",['alam-akhirat']
3,164,"Allah did confer a great favour on the believers when He sent among them a messenger from among themselves, rehearsing unto them the Signs of Allah, sanctifying them, and instructing them in Scripture and Wisdom, while, before that, they had been in manifest error.",['aqidah']
3,165,"What! When a single disaster smites you, although ye smote (your enemies) with one twice as great, do ye say?- ""Whence is this?"" Say (to them): ""It is from yourselves: For Allah hath power over all things.""",['aqidah']
3,166,"What ye suffered on the day the two armies Met, was with the leave of Allah, in order that He might test the believers,-","['aqidah', 'kisah']"
3,167,"And the Hypocrites also. These were told: ""Come, fight in the way of Allah, or (at least) drive (The foe from your city)."" They said: ""Had we known how to fight, we should certainly have followed you."" They were that day nearer to Unbelief than to Faith, saying with their lips what was not in their hearts but Allah hath full knowledge of all they conceal.","['aqidah', 'kisah']"
3,168,"(They are) the ones that say, (of their brethren slain), while they themselves sit (at ease): ""If only they had listened to us they would not have been slain."" Say: ""Avert death from your own selves, if ye speak the truth.""",['kisah']
3,169,"Think not of those who are slain in Allah's way as dead. Nay, they live, finding their sustenance in the presence of their Lord;","['syariah', 'kisah']"
3,170,"They rejoice in the bounty provided by Allah: And with regard to those left behind, who have not yet joined them (in their bliss), the (Martyrs) glory in the fact that on them is no fear, nor have they (cause to) grieve.",['kisah']
3,171,"They glory in the Grace and the bounty from Allah, and in the fact that Allah suffereth not the reward of the Faithful to be lost (in the least).","['aqidah', 'akhlak', 'kisah']"
3,172,"Of those who answered the call of Allah and the Messenger, even after being wounded, those who do right and refrain from wrong have a great reward;-","['aqidah', 'akhlak', 'kisah']"
3,173,"Men said to them: ""A great army is gathering against you"": And frightened them: But it (only) increased their Faith: They said: ""For us Allah sufficeth, and He is the best disposer of affairs.""",['aqidah']
3,174,And they returned with Grace and bounty from Allah: no harm ever touched them: For they followed the good pleasure of Allah: And Allah is the Lord of bounties unbounded.,['aqidah']
3,175,"It is only the Evil One that suggests to you the fear of his votaries: Be ye not afraid of them, but fear Me, if ye have Faith.","['aqidah', 'kisah', 'alam-ghaib']"
3,176,"Let not those grieve thee who rush headlong into Unbelief: Not the least harm will they do to Allah: Allah's plan is that He will give them no portion in the Hereafter, but a severe punishment.",['aqidah']
3,177,"Those who purchase Unbelief at the price of faith,- not the least harm will they do to Allah, but they will have a grievous punishment.",['aqidah']
3,179,"Allah will not leave the believers in the state in which ye are now, until He separates what is evil from what is good nor will He disclose to you the secrets of the Unseen. But He chooses of His Messengers (For the purpose) whom He pleases. So believe in Allah. And His messengers: And if ye believe and do right, ye have a reward without measure.","['aqidah', 'akhlak', 'alam-ghaib']"
3,180,"And let not those who covetously withhold of the gifts which Allah Hath given them of His Grace, think that it is good for them: Nay, it will be the worse for them: soon shall the things which they covetously withheld be tied to their necks Like a twisted collar, on the Day of Judgment. To Allah belongs the heritage of the heavens and the earth; and Allah is well-acquainted with all that ye do.","['aqidah', 'alam-dunia']"
3,181,"Allah hath heard the taunt of those who say: ""Truly, Allah is indigent and we are rich!""- We shall certainly record their word and (their act) of slaying the prophets in defiance of right, and We shall say: ""Taste ye the penalty of the Scorching Fire!","['aqidah', 'syariah']"
3,182,"""This is because of the (unrighteous deeds) which your hands sent on before ye: For Allah never harms those who serve Him.""","['aqidah', 'akhlak', 'alam-dunia']"
3,183,"They (also) said: ""Allah took our promise not to believe in an messenger unless He showed us a sacrifice consumed by Fire (From heaven)."" Say: ""There came to you messengers before me, with clear Signs and even with what ye ask for: why then did ye slay them, if ye speak the truth?""",['syariah']
3,184,"Then if they reject thee, so were rejected messengers before thee, who came with Clear Signs, Books of dark prophecies, and the Book of Enlightenment.",['aqidah']
3,185,Every soul shall have a taste of death: And only on the Day of Judgment shall you be paid your full recompense. Only he who is saved far from the Fire and admitted to the Garden will have attained the object (of Life): For the life of this world is but goods and chattels of deception.,"['akhlak', 'alam-dunia', 'alam-akhirat']"
3,186,"Ye shall certainly be tried and tested in your possessions and in your personal selves; and ye shall certainly Hear much that will grieve you, from those who received the Book before you and from those who worship many gods. But if ye persevere patiently, and guard against evil,-then that will be a determining factor in all affairs.",['akhlak']
3,187,"And remember Allah took a covenant from the People of the Book, to make it known and clear to mankind, and not to hide it; but they threw it away behind their backs, and purchased with it some miserable gain! And vile was the bargain they made!","['aqidah', 'syariah']"
3,189,To Allah belongeth the dominion of the heavens and the earth; and Allah hath power over all things.,"['aqidah', 'alam-dunia']"
3,190,"Behold! in the creation of the heavens and the earth, and the alternation of night and day,- there are indeed Signs for men of understanding,-","['aqidah', 'ilmu', 'alam-dunia']"
3,191,"Men who celebrate the praises of Allah, standing, sitting, and lying down on their sides, and contemplate the (wonders of) creation in the heavens and the earth, (With the thought): ""Our Lord! not for naught Hast Thou created (all) this! Glory to Thee! Give us salvation from the penalty of the Fire.","['aqidah', 'syariah', 'alam-dunia', 'alam-akhirat']"
3,192,"""Our Lord! any whom Thou dost admit to the Fire, Truly Thou coverest with shame, and never will wrong-doers Find any helpers!","['akhlak', 'alam-akhirat']"
3,193,"""Our Lord! we have heard the call of one calling (Us) to Faith, 'Believe ye in the Lord,' and we have believed. Our Lord! Forgive us our sins, blot out from us our iniquities, and take to Thyself our souls in the company of the righteous.","['aqidah', 'syariah']"
3,194,"""Our Lord! Grant us what Thou didst promise unto us through Thine messengers, and save us from shame on the Day of Judgment: For Thou never breakest Thy promise.""",['aqidah']
