,source,target
7460,done,transgressed
7461,transgressed,duty
7462,duty,establish
7463,establish,feet
7464,feet,firmly
7465,firmly,help
7466,help,us
7467,us,resist
7468,resist,faith
7469,allah,gave
7470,gave,themreward
7471,themreward,world
7472,world,excellent
7473,excellent,reward
7474,reward,hereafter
7475,hereafter,allah
7476,allah,loveth
7477,loveth,good
7478,ye,believe
7479,believe,ye
7480,ye,obey
7481,obey,unbelievers
7482,unbelievers,drive
7483,drive,back
7484,back,heels
7485,heels,ye
7486,ye,turn
7487,turn,back
7488,back,faith
7489,faith,loss
7490,nay,allah
7491,allah,protector
7492,protector,best
7493,best,helpers
7494,soon,shall
7495,shall,cast
7496,cast,terror
7497,terror,hearts
7498,hearts,unbelievers
7499,unbelievers,joined
7500,joined,companions
7501,companions,allah
7502,allah,sent
7503,sent,authority
7504,authority,abode
7505,abode,fire
7506,fire,evil
7507,evil,home
7508,home,wrong
7509,wrong,doers
7510,allah,indeed
7511,indeed,fulfil
7512,fulfil,promise
7513,promise,ye
7514,ye,permission
7515,permission,annihilate
7516,annihilate,enemy
7517,enemy,ye
7518,ye,flinched
7519,flinched,fell
7520,fell,disputing
7521,disputing,order
7522,order,disobeyed
7523,disobeyed,brought
7524,brought,sight
7525,sight,booty
7526,booty,ye
7527,ye,covet
7528,covet,among
7529,among,hanker
7530,hanker,world
7531,world,desire
7532,desire,hereafter
7533,hereafter,divert
7534,divert,foes
7535,foes,order
7536,order,test
7537,test,forgave
7538,forgave,allah
7539,allah,full
7540,full,grace
7541,grace,believe
7542,behold,ye
7543,ye,climbing
7544,climbing,high
7545,high,ground
7546,ground,without
7547,without,even
7548,even,castingside
7549,castingside,glance
7550,glance,one
7551,one,messenger
7552,messenger,rear
7553,rear,calling
7554,calling,back
7555,back,allah
7556,allah,give
7557,give,one
7558,one,distress
7559,distress,another
7560,another,way
7561,way,requital
7562,requital,teach
7563,teach,grieve
7564,grieve,booty
7565,booty,escaped
7566,escaped,ill
7567,ill,befallen
7568,befallen,allah
7569,allah,well
7570,well,aware
7571,aware,ye
7572,excitement,distress
7573,distress,sent
7574,sent,calm
7575,calm,onband
7576,onband,overcome
7577,overcome,slumber
7578,slumber,another
7579,another,band
7580,band,stirred
7581,stirred,anxiety
7582,anxiety,feelings
7583,feelings,moved
7584,moved,wrong
7585,wrong,suspicions
7586,suspicions,allah
7587,allah,suspicions
7588,suspicions,due
7589,due,ignorance
7590,ignorance,said
7591,said,affair
7592,affair,say
7593,say,thou
7594,thou,indeed
7595,indeed,affair
7596,affair,wholly
7597,wholly,allah
7598,allah,hide
7599,hide,minds
7600,minds,dare
7601,dare,reveal
7602,reveal,thee
7603,thee,say
7604,say,anything
7605,anything,affair
7606,affair,slaughter
7607,slaughter,say
7608,say,even
7609,even,remained
7610,remained,homes
7611,homes,death
7612,death,decreed
7613,decreed,would
7614,would,certainly
7615,certainly,gone
7616,gone,forth
7617,forth,place
7618,place,death
7619,death,allah
7620,allah,might
7621,might,test
7622,test,breasts
7623,breasts,purge
7624,purge,hearts
7625,hearts,allah
7626,allah,knoweth
7627,knoweth,well
7628,well,secrets
7629,secrets,hearts
7630,turned,back
7631,back,day
7632,day,two
7633,two,hosts
7634,hosts,met
7635,met,satan
7636,satan,caused
7637,caused,fail
7638,fail,evil
7639,evil,done
7640,done,allah
7641,allah,blotted
7642,blotted,fault
7643,fault,allah
7644,allah,oft
7645,oft,forgiving
7646,forgiving,forbearing
7647,ye,believe
7648,believe,like
7649,like,unbelievers
7650,unbelievers,say
7651,say,brethren
7652,brethren,travelling
7653,travelling,earth
7654,earth,engaged
7655,engaged,fighting
7656,fighting,stayed
7657,stayed,us
7658,us,would
7659,would,died
7660,died,slain
7661,slain,allah
7662,allah,may
7663,may,make
7664,make,itcause
7665,itcause,sighs
7666,sighs,regrets
7667,regrets,hearts
7668,hearts,allah
7669,allah,gives
7670,gives,life
7671,life,death
7672,death,allah
7673,allah,sees
7674,sees,well
7675,well,ye
7676,ye,slain
7677,slain,die
7678,die,way
7679,way,allah
7680,allah,forgiveness
7681,forgiveness,mercy
7682,mercy,allah
7683,allah,far
7684,far,better
7685,better,could
7686,could,amass
7687,ye,die
7688,die,slain
7689,slain,lo
7690,lo,unto
7691,unto,allah
7692,allah,ye
7693,ye,brought
7694,brought,together
7695,part,mercy
7696,mercy,allah
7697,allah,thou
7698,thou,dost
7699,dost,deal
7700,deal,gently
7701,gently,wert
7702,wert,thou
7703,thou,severe
7704,severe,harsh
7705,harsh,hearted
7706,hearted,would
7707,would,broken
7708,broken,away
7709,away,thee
7710,thee,pass
7711,pass,faults
7712,faults,ask
7713,ask,allah
7714,allah,forgiveness
7715,forgiveness,consult
7716,consult,affairs
7717,affairs,moment
7718,moment,thou
7719,thou,hast
7720,hast,takendecision
7721,takendecision,put
7722,put,thy
7723,thy,trust
7724,trust,allah
7725,allah,allah
7726,allah,loves
7727,loves,put
7728,put,trust
7729,allah,helps
7730,helps,none
7731,none,overcome
7732,overcome,forsakes
7733,forsakes,help
7734,help,allah
7735,allah,let
7736,let,believers
7737,believers,put
7738,put,trust
7739,prophet,could
7740,could,ever
7741,ever,false
7742,false,trust
7743,trust,person
7744,person,false
7745,false,shall
7746,shall,day
7747,day,judgment
7748,judgment,restore
7749,restore,misappropriated
7750,misappropriated,shall
7751,shall,every
7752,every,soul
7753,soul,receive
7754,receive,due
7755,due,whatever
7756,whatever,earned
7757,earned,none
7758,none,shall
7759,shall,dealt
7760,dealt,unjustly
7761,man,follows
7762,follows,good
7763,good,pleasure
7764,pleasure,allah
7765,allah,like
7766,like,man
7767,man,draws
7768,draws,wrath
7769,wrath,allah
7770,allah,whose
7771,whose,abode
7772,abode,hell
7773,hell,woeful
7774,woeful,refuge
7775,varying,gardens
7776,gardens,sight
7777,sight,allah
7778,allah,allah
7779,allah,sees
7780,sees,well
7781,allah,confergreat
7782,confergreat,favour
7783,favour,believers
7784,believers,sent
7785,sent,among
7786,among,themmessenger
7787,themmessenger,among
7788,among,rehearsing
7789,rehearsing,unto
7790,unto,signs
7791,signs,allah
7792,allah,sanctifying
7793,sanctifying,instructing
7794,instructing,scripture
7795,scripture,wisdom
7796,wisdom,manifest
7797,manifest,error
7798,whensingle,disaster
7799,disaster,smites
7800,smites,although
7801,although,ye
7802,ye,smote
7803,smote,enemies
7804,enemies,one
7805,one,twice
7806,twice,great
7807,great,ye
7808,ye,say
7809,say,whence
7810,whence,say
7811,say,allah
7812,allah,hath
7813,hath,power
7814,power,things
7815,ye,suffered
7816,suffered,day
7817,day,two
7818,two,armies
7819,armies,met
7820,met,leave
7821,leave,allah
7822,allah,order
7823,order,might
7824,might,test
7825,test,believers
7826,hypocrites,also
7827,also,told
7828,told,come
7829,come,fight
7830,fight,way
7831,way,allah
7832,allah,least
7833,least,drive
7834,drive,foe
7835,foe,city
7836,city,said
7837,said,known
7838,known,fight
7839,fight,certainly
7840,certainly,followed
7841,followed,day
7842,day,nearer
7843,nearer,unbelief
7844,unbelief,faith
7845,faith,saying
7846,saying,lips
7847,lips,hearts
7848,hearts,allah
7849,allah,hath
7850,hath,full
7851,full,knowledge
7852,knowledge,conceal
7853,ones,say
7854,say,brethren
7855,brethren,slain
7856,slain,sit
7857,sit,ease
7858,ease,listened
7859,listened,us
7860,us,would
7861,would,slain
7862,slain,say
7863,say,avert
7864,avert,death
7865,death,selves
7866,selves,ye
7867,ye,speak
7868,speak,truth
7869,think,slain
7870,slain,allah
7871,allah,way
7872,way,dead
7873,dead,nay
7874,nay,live
7875,live,finding
7876,finding,sustenance
7877,sustenance,presence
7878,presence,lord
7879,rejoice,bounty
7880,bounty,provided
7881,provided,allah
7882,allah,regard
7883,regard,left
7884,left,behind
7885,behind,yet
7886,yet,joined
7887,joined,bliss
7888,bliss,martyrs
7889,martyrs,glory
7890,glory,fact
7891,fact,fear
7892,fear,cause
7893,cause,grieve
7894,glory,grace
7895,grace,bounty
7896,bounty,allah
7897,allah,fact
7898,fact,allah
7899,allah,suffereth
7900,suffereth,reward
7901,reward,faithful
7902,faithful,lost
7903,lost,least
7904,answered,call
7905,call,allah
7906,allah,messenger
7907,messenger,even
7908,even,wounded
7909,wounded,right
7910,right,refrain
7911,refrain,wrong
7912,wrong,havegreat
7913,havegreat,reward
7914,men,said
7915,said,great
7916,great,army
7917,army,gathering
7918,gathering,frightened
7919,frightened,increased
7920,increased,faith
7921,faith,said
7922,said,us
7923,us,allah
7924,allah,sufficeth
7925,sufficeth,best
7926,best,disposer
7927,disposer,affairs
7928,returned,grace
7929,grace,bounty
7930,bounty,allah
7931,allah,harm
7932,harm,ever
7933,ever,touched
7934,touched,followed
7935,followed,good
7936,good,pleasure
7937,pleasure,allah
7938,allah,allah
7939,allah,lord
7940,lord,bounties
7941,bounties,unbounded
7942,evil,one
7943,one,suggests
7944,suggests,fear
7945,fear,votaries
7946,votaries,ye
7947,ye,afraid
7948,afraid,fear
7949,fear,ye
7950,ye,faith
7951,let,grieve
7952,grieve,thee
7953,thee,rush
7954,rush,headlong
7955,headlong,unbelief
7956,unbelief,least
7957,least,harm
7958,harm,allah
7959,allah,allah
7960,allah,plan
7961,plan,give
7962,give,portion
7963,portion,hereafter
7964,hereafter,butsevere
7965,butsevere,punishment
7966,purchase,unbelief
7967,unbelief,price
7968,price,faith
7969,faith,least
7970,least,harm
7971,harm,allah
7972,allah,havegrievous
7973,havegrievous,punishment
7974,let,unbelievers
7975,unbelievers,think
7976,think,respite
7977,respite,good
7978,good,grant
7979,grant,respite
7980,respite,may
7981,may,grow
7982,grow,iniquity
7983,iniquity,haveshameful
7984,haveshameful,punishment
7985,allah,leave
7986,leave,believers
7987,believers,state
7988,state,ye
7989,ye,separates
7990,separates,evil
7991,evil,good
7992,good,disclose
7993,disclose,secrets
7994,secrets,unseen
7995,unseen,chooses
7996,chooses,messengers
7997,messengers,purpose
7998,purpose,pleases
7999,pleases,believe
8000,believe,allah
8001,allah,messengers
8002,messengers,ye
8003,ye,believe
8004,believe,right
8005,right,ye
8006,ye,havereward
8007,havereward,without
8008,without,measure
8009,let,covetously
8010,covetously,withhold
8011,withhold,gifts
8012,gifts,allah
8013,allah,hath
8014,hath,given
8015,given,grace
8016,grace,think
8017,think,good
8018,good,nay
8019,nay,worse
8020,worse,soon
8021,soon,shall
8022,shall,things
8023,things,covetously
8024,covetously,withheld
8025,withheld,tied
8026,tied,necks
8027,necks,liketwisted
8028,liketwisted,collar
8029,collar,day
8030,day,judgment
8031,judgment,allah
8032,allah,belongs
8033,belongs,heritage
8034,heritage,heavens
8035,heavens,earth
8036,earth,allah
8037,allah,well
8038,well,acquainted
8039,acquainted,ye
8040,allah,hath
8041,hath,heard
8042,heard,taunt
8043,taunt,say
8044,say,truly
8045,truly,allah
8046,allah,indigent
8047,indigent,rich
8048,rich,shall
8049,shall,certainly
8050,certainly,record
8051,record,word
8052,word,act
8053,act,slaying
8054,slaying,prophets
8055,prophets,defiance
8056,defiance,right
8057,right,shall
8058,shall,say
8059,say,taste
8060,taste,ye
8061,ye,penalty
8062,penalty,scorching
8063,scorching,fire
8064,unrighteous,deeds
8065,deeds,hands
8066,hands,sent
8067,sent,ye
8068,ye,allah
8069,allah,never
8070,never,harms
8071,harms,serve
8072,also,said
8073,said,allah
8074,allah,took
8075,took,promise
8076,promise,believe
8077,believe,messenger
8078,messenger,unless
8079,unless,showed
8080,showed,ussacrifice
8081,ussacrifice,consumed
8082,consumed,fire
8083,fire,heaven
8084,heaven,say
8085,say,came
8086,came,messengers
8087,messengers,clear
8088,clear,signs
8089,signs,even
8090,even,ye
8091,ye,ask
8092,ask,ye
8093,ye,slay
8094,slay,ye
8095,ye,speak
8096,speak,truth
8097,reject,thee
8098,thee,rejected
8099,rejected,messengers
8100,messengers,thee
8101,thee,came
8102,came,clear
8103,clear,signs
8104,signs,books
8105,books,dark
8106,dark,prophecies
8107,prophecies,book
8108,book,enlightenment
8109,every,soul
8110,soul,shall
8111,shall,havetaste
8112,havetaste,death
8113,death,day
8114,day,judgment
8115,judgment,shall
8116,shall,paid
8117,paid,full
8118,full,recompense
8119,recompense,saved
8120,saved,far
8121,far,fire
8122,fire,admitted
8123,admitted,garden
8124,garden,attained
8125,attained,object
8126,object,life
8127,life,life
8128,life,world
8129,world,goods
8130,goods,chattels
8131,chattels,deception
8132,ye,shall
8133,shall,certainly
8134,certainly,tried
8135,tried,tested
8136,tested,possessions
8137,possessions,personal
8138,personal,selves
8139,selves,ye
8140,ye,shall
8141,shall,certainly
8142,certainly,hear
8143,hear,much
8144,much,grieve
8145,grieve,received
8146,received,book
8147,book,worship
8148,worship,many
8149,many,gods
8150,gods,ye
8151,ye,persevere
8152,persevere,patiently
8153,patiently,guard
8154,guard,evil
8155,evil,bedetermining
8156,bedetermining,factor
8157,factor,affairs
8158,remember,allah
8159,allah,tookcovenant
8160,tookcovenant,people
8161,people,book
8162,book,make
8163,make,known
8164,known,clear
8165,clear,mankind
8166,mankind,hide
8167,hide,threw
8168,threw,away
8169,away,behind
8170,behind,backs
8171,backs,purchased
8172,purchased,miserable
8173,miserable,gain
8174,gain,vile
8175,vile,bargain
8176,bargain,made
8177,think,exult
8178,exult,brought
8179,brought,love
8180,love,praised
8181,praised,done
8182,done,think
8183,think,escape
8184,escape,penalty
8185,penalty,ispenalty
8186,ispenalty,grievous
8187,grievous,indeed
8188,allah,belongeth
8189,belongeth,dominion
8190,dominion,heavens
8191,heavens,earth
8192,earth,allah
8193,allah,hath
8194,hath,power
8195,power,things
8196,behold,creation
8197,creation,heavens
8198,heavens,earth
8199,earth,alternation
8200,alternation,night
8201,night,day
8202,day,indeed
8203,indeed,signs
8204,signs,men
8205,men,understanding
8206,men,celebrate
8207,celebrate,praises
8208,praises,allah
8209,allah,standing
8210,standing,sitting
8211,sitting,lying
8212,lying,sides
8213,sides,contemplate
8214,contemplate,wonders
8215,wonders,creation
8216,creation,heavens
8217,heavens,earth
8218,earth,thought
8219,thought,lord
8220,lord,naught
8221,naught,hast
8222,hast,thou
8223,thou,created
8224,created,glory
8225,glory,thee
8226,thee,give
8227,give,us
8228,us,salvation
8229,salvation,penalty
8230,penalty,fire
8231,lord,thou
8232,thou,dost
8233,dost,admit
8234,admit,fire
8235,fire,truly
8236,truly,thou
8237,thou,coverest
8238,coverest,shame
8239,shame,never
8240,never,wrong
8241,wrong,doers
8242,doers,find
8243,find,helpers
8244,lord,heard
8245,heard,call
8246,call,one
8247,one,calling
8248,calling,us
8249,us,faith
8250,faith,believe
8251,believe,ye
8252,ye,lord
8253,lord,believed
8254,believed,lord
8255,lord,forgive
8256,forgive,us
8257,us,sins
8258,sins,blot
8259,blot,us
8260,us,iniquities
8261,iniquities,take
8262,take,thyself
8263,thyself,souls
8264,souls,company
8265,company,righteous
8266,lord,grant
8267,grant,us
8268,us,thou
8269,thou,didst
8270,didst,promise
8271,promise,unto
8272,unto,us
8273,us,thine
8274,thine,messengers
8275,messengers,save
8276,save,us
8277,us,shame
8278,shame,day
8279,day,judgment
8280,judgment,thou
8281,thou,never
8282,never,breakest
8283,breakest,thy
8284,thy,promise
8285,lord,hath
8286,hath,accepted
8287,accepted,answered
8288,answered,never
8289,never,willsuffer
8290,willsuffer,lost
8291,lost,work
8292,work,male
8293,male,female
8294,female,ye
8295,ye,members
8296,members,one
8297,one,another
8298,another,left
8299,left,homes
8300,homes,driven
8301,driven,therefrom
8302,therefrom,suffered
8303,suffered,harm
8304,harm,cause
8305,cause,fought
8306,fought,slain
8307,slain,verily
8308,verily,blot
8309,blot,iniquities
8310,iniquities,admit
8311,admit,gardens
8312,gardens,rivers
8313,rivers,flowing
8314,flowing,beneath
8315,beneath,reward
8316,reward,presence
8317,presence,allah
8318,allah,presence
8319,presence,best
8320,best,rewards
8321,let,strutting
8322,strutting,unbelievers
8323,unbelievers,land
8324,land,deceive
8325,deceive,thee
8326,little,enjoyment
8327,enjoyment,ultimate
8328,ultimate,abode
8329,abode,hell
8330,hell,evil
8331,evil,bed
8332,bed,lie
8333,hand,fear
8334,fear,lord
8335,lord,gardens
8336,gardens,rivers
8337,rivers,flowing
8338,flowing,beneath
8339,beneath,therein
8340,therein,dwell
8341,dwell,ever
8342,ever,gift
8343,gift,presence
8344,presence,allah
8345,allah,presence
8346,presence,allah
8347,allah,best
8348,best,bliss
8349,bliss,righteous
8350,certainly,among
8351,among,people
8352,people,book
8353,book,believe
8354,believe,allah
8355,allah,revelation
8356,revelation,revelation
8357,revelation,bowing
8358,bowing,humility
8359,humility,allah
8360,allah,sell
8361,sell,signs
8362,signs,allah
8363,allah,formiserable
8364,formiserable,gain
8365,gain,isreward
8366,isreward,lord
8367,lord,allah
8368,allah,swift
8369,swift,account
8370,ye,believe
8371,believe,persevere
8372,persevere,patience
8373,patience,constancy
8374,constancy,vie
8375,vie,perseverance
8376,perseverance,strengthen
8377,strengthen,fear
8378,fear,allah
8379,allah,ye
8380,ye,may
8381,may,prosper
8382,mankind,reverence
8383,reverence,guardian
8384,guardian,lord
8385,lord,created
8386,created,fromsingle
8387,fromsingle,person
8388,person,created
8389,created,like
8390,like,nature
8391,nature,mate
8392,mate,twain
8393,twain,scattered
8394,scattered,like
8395,like,seeds
8396,seeds,countless
8397,countless,men
8398,men,women
8399,women,reverence
8400,reverence,allah
8401,allah,ye
8402,ye,demand
8403,demand,mutual
8404,mutual,rights
8405,rights,reverence
8406,reverence,wombs
8407,wombs,bore
8408,bore,allah
8409,allah,ever
8410,ever,watches
8411,orphans,restore
8412,restore,property
8413,property,reach
8414,reach,age
8415,age,substitute
8416,substitute,worthless
8417,worthless,things
8418,things,good
8419,good,ones
8420,ones,devour
8421,devour,substance
8422,substance,mixing
